,count_words,count_mentions,count_hashtags,count_capital_words,count_excl_quest_marks,count_urls,count_emojis,sentiment,clean_text
1866,15,0,3,0,0,0,0,1,smmnextgen tool cheap googl analyt excel buzzmetr also radian altimet sxsw sloansxsw
1867,10,0,1,1,1,0,0,1,googl preview social network platform sxsw confer link
1868,11,1,3,2,0,0,0,1,rt googl deni rumor launch circl sxsw link
1869,17,0,1,0,0,0,0,1,quantter launch iphon app soon particip launchrock comp sxsw link
1870,14,0,1,0,0,0,0,2,drive around austin googl street view scope locat desk sxsw
1871,20,0,2,0,0,0,0,2,look forward hear lynn teo tell nice thing probabl alreadi know ipad navig uxd sxsw
1872,15,1,1,1,0,0,0,1,video took iphon super sxsw link
1873,12,0,2,2,0,0,0,1,ipad ux quot messag medium quot globalmoxi sxsw
1874,22,0,2,0,2,0,0,2,anyon sxsw want make quick hundr dollar new ipad ad hoc appl store get hundr plu cost
1875,12,1,1,2,0,0,0,1,appl open temporari store sxsw tipb link via sxsw
1876,13,0,6,2,1,0,0,1,googl get social texa link chrismessina facebook googl googlecircl sxsw twitter
1877,13,2,5,0,0,0,0,1,help advanc techstar link getoutthevot sxsw ipad iphon startup
1878,19,0,1,0,0,0,0,1,ringo deathstarr flood ear canal red right mind adi showcas locat link sxsw
1879,9,1,1,0,0,0,0,2,link chat via iphon hilari sxsw
1880,14,0,1,1,3,0,0,1,googl place hotpot person quot friend quot recommend pull facebook sxsw
1881,8,0,1,1,0,0,0,1,sxsw appl school market expert link
1882,17,1,1,1,0,0,0,1,rt line popup appl store th amp congress still block long sxsw
1883,6,0,2,1,0,0,0,2,heart ipad link sxsw
1884,23,1,2,1,2,0,0,2,congrat kenni enjoy spank new case ipad look happi sxsw cbatsxsw link
1885,26,1,2,3,4,0,0,1,sxsw iphon amp come uj booth acc hall snap pic amp send em us fightthepaddl link
1886,16,0,2,3,0,0,0,2,keep new japan quak iphon sxsw nhk world tv live link
1887,18,1,2,1,0,0,0,1,googl event one drink tricket small amount food event open bar open taco truck justsay sxsw
1888,24,2,4,2,1,0,0,2,rt go sxsw new iphon guid austin free march hard beat free lp mobil
1889,28,1,4,1,0,0,0,0,rt think ef hubbi line ipad someon point toward line wife number sxswi sxsw
1890,26,0,2,0,1,0,0,1,final fed angrybird julian scream quot got no fli zone right pigfuck quot threw ipad kid sxsw
1891,25,1,1,2,0,0,0,2,rt not rumor appl open temporari store downtown austin sxsw amp ipad launch link
1892,14,0,2,1,0,0,0,2,appl employe show forc sxsw popup appl store ipad
1893,15,1,1,0,0,0,0,1,googl launch major new social network call circl possibl today link via sxsw
1894,21,0,3,1,1,0,0,1,still think awesom smileyparti sxsw go give ipad pleas
1895,26,1,1,1,2,0,0,1,egad guy get ahold seem like lot men ballroomd crush realli googl sxsw
1896,10,0,4,0,0,0,0,1,whatûª new blogger link blog blogger googl sxsw
1897,16,2,1,2,0,0,0,2,rt spread word sxsw festiv explor app live free link
1898,19,0,1,17,1,0,0,1,delici iron googl privaci parti made whole quot bank cartel militari scientif dictatorship takeov quot cab rant sxsw
1899,17,0,1,0,1,0,0,0,wifi work laptop neither iphon grrr sxsw
1900,11,1,1,1,0,0,0,1,googl quot china not middl east quot sxsw
1901,21,0,2,0,0,0,0,0,ipad design maladi ipad elbow hate ipad back button heat million sun tapworthi sxsw
1902,21,0,1,2,1,0,0,1,sugar amp gold play fitzgerald houston tonight way sxsw free show bodyach remix ep link
1903,20,0,1,0,0,0,0,1,cab driver well prepar sxsw got laptop blackberri iphon dashboard
1904,11,0,4,2,1,0,0,2,temp appl tore set sxsw yay link austin tech
1905,24,0,1,0,0,0,0,2,mad long line googl parti maggi mae hope worth theme optimist sxsw
1906,22,0,1,1,1,0,0,2,got morphi iphon case time sxsw good news gt power lt anxieti bad news bare fit hand
1907,23,1,1,1,0,0,0,1,rt abl afford attend sxsw buy ipad today consid save japan earthquak
1908,16,0,3,0,0,0,0,1,mashup mobil contextu inform futur googl marissa mayer sxsw thefutureismobil
1909,14,1,1,1,0,0,0,1,sxsw interact googl mobil futur elus power ofåêher link via
1910,16,0,1,0,0,0,0,1,iphon auto correct quot merrier quot quot nerdier quot must sxsw
1911,18,2,3,2,0,0,0,1,rt rt googl launch peopl finder servic japan earthquak tsunami link tnooz wssxsw sxsw scrm
1912,23,1,4,1,1,0,0,2,lovin digit band sing iphon amp play guitar app fan record vid ipad cnn digit cnngrill sxsw sxswi
1913,16,0,1,2,1,0,0,1,sxsw tweet android user attendong sxsw pleas report scene bannka app link
1914,20,1,1,0,0,0,0,1,thank good friend great gift exogear iphon backup batteri case priceless sxsw
1915,12,1,1,0,0,0,0,1,googl take stage talk locat futur map sxsw
1916,22,1,1,2,0,0,0,2,rt smart move appl pop store sxsw ipad come pm tomorrow link
1917,16,2,1,0,2,0,0,1,im appl pop store sxsw link
1918,18,0,5,1,0,0,0,1,appl set open pop shop sxsw interact confer link appl ipad market media
1919,13,0,1,1,1,0,0,1,woman googl talk sound like chelsea handler lol sxsw
1920,22,2,2,0,0,0,0,1,sxsw devop quot internet mean system complex go googl complex system fail doctor quot
1921,20,0,1,0,1,0,0,1,googl melissa mayer speak augment realiti contextu discoveri sxsw live chang googl melissa
1922,7,0,1,1,1,0,0,1,iphon develop meetup pack sxsw
1923,24,0,2,2,0,0,0,1,googl zeiger physician never report potenti ae yet fda reli physician quot oper data quot sxsw healthdev
1924,11,0,2,1,0,0,0,2,need play game android sxsw link
1925,26,0,1,1,1,0,0,1,arriv us wednesday sxsw look microsim use data iphon anyon know option
1926,12,2,1,2,0,0,0,2,rt even begin appl win sxsw link
1927,9,1,1,0,0,0,0,1,keep tab sxsw via awesom ipad app
1928,18,0,3,1,1,0,0,1,googl launch new social network call circl south southwest today link sxsw circl googl
1929,16,0,2,0,0,0,0,0,horribl repress memori appl spin beach ball come back progressbar talk sxsw
1930,23,1,3,1,0,0,0,1,xcitng rt sxsw approach amp soft launch plan android demo run flyer print shirt pack austin
1931,24,0,1,0,0,0,0,2,wait see internet implod austin friday everyon stop normal activ order ipad sxsw
1932,14,0,1,0,0,0,0,1,googl launch major new social network call circl possibl today link sxsw link
1933,13,0,1,0,0,0,0,1,appl employe ran line high give everyon sxsw
1934,18,0,1,1,0,0,0,1,look forward roddi walston amp busi sxsw googl parti vid link
1935,20,0,1,1,0,0,0,2,look forward panel tomorrow pm sxsw left brain search googl right brain search link
1936,22,1,2,0,3,0,0,1,hey come fast compani grill hungri mention zazzlesxsw get customiz iphon case sxsw
1937,10,0,2,0,0,0,0,1,wahoo sxsw parti free beer taco rita thur link
1938,20,2,1,3,0,0,0,1,rt heh rt appl open temporari store downtown austin sxsw ipad launch link
1939,17,1,2,1,1,0,0,1,busiest appl store countri ipad sxsw link appl store sxsw other link
1940,8,0,2,1,0,0,0,1,android app review sxsw go link pl ª¼
1941,19,1,2,1,0,0,0,1,stop austin detail galleri check ipad art includ mine link sxsw interact art
1942,10,1,1,1,1,0,0,2,congrat iphon app featur sxsw
1943,20,1,2,1,0,0,0,0,found app kype iphon geoloc amp not releas background need patch batterykil sxsw
1944,17,0,3,1,1,0,0,1,interview mike mccue co founder flipboard ipad user tune link smc sxsw fb
1945,10,0,1,0,0,0,0,2,never seen mani appl product life sxsw
1946,20,0,3,3,0,0,0,1,improv websit rank googl bing advic sxsw link get com pk content rich deep
1947,18,1,1,1,0,0,0,2,rt quantter launch iphon app soon particip launchrock comp sxsw link
1948,26,0,1,2,0,0,0,1,well not sxsw app creat android bookmark review oner schedul click
1949,11,1,1,0,0,0,0,0,grrrr not mute sxsw thought web iphon
1950,21,0,3,1,0,0,0,2,casual mention forecast dow six day ahead base googl mood analysi twitter data sxsw smvi imrich
1951,25,2,1,2,0,0,0,1,rt fellow sxsw panelist quot ipad vs android vs world quot session today link
1952,20,1,1,1,0,0,0,2,highlight day undoubtedli meet googl second softbal fancraz preso sxsw
1953,13,0,1,1,0,0,0,2,clever appl set open popup shop core sxsw action link
1954,9,0,1,0,0,0,0,0,appl pop store line ridic sxsw link
1955,15,3,1,2,1,0,0,2,rt put gun head give iphon sxsw link
1956,21,1,3,1,0,0,0,2,sxsw bettercloud comput insight googl quot benefit data center economi scale continu improv quot pgi
1957,23,0,1,2,0,0,0,1,googl quot challeng stay true origin built big amp success brand experiment amp move fastû sxsw link
1958,21,2,2,2,0,0,0,1,rt sxsw googl parti leagu extraordinari hacker promot txt redcross help japan speakeasi link photo
1959,25,1,1,5,0,0,0,2,umshini wam night fish weird shit said work well togeth like esp iphon footag sxsw
1960,27,2,2,1,0,0,0,2,rt iphon app unreal click locat leanstartup amp person tell still seat sxsw
1961,23,1,2,2,0,0,0,2,rt enjoy sxsw california hollywood silicon valley meet nyc sunni austin pool cowboy boot ipad vibe sxswi
1962,15,0,2,1,0,0,0,1,appl test pop ipad shop sxsw cult mac link sxsw appl
1963,21,0,3,2,1,0,0,1,technolog googl launch new social network sxsw report claim googl might use sxsw event link tech
1964,21,1,1,1,2,0,0,1,phone demo googl phone go see iphon sxsw
1965,22,1,1,0,0,0,0,2,love sxsw alt univers everyon use appl product fastest way reach someon
1966,19,1,3,2,0,0,0,2,yawn rt appl set open pop shop sxsw interact confer link appl ipad
1967,22,1,6,3,0,0,0,2,rt new ipad app speech therapi commun showcas sxsw confer link sxswi sxsh sxswh hcsm slp
1968,22,1,3,1,0,0,0,0,rt speak truth watch appl staff temp sxsw store high five entir long line facepalm ugh longlinesbadux
1969,27,0,1,2,0,0,0,2,first person stop booth sxsw amp show ipad run one app win free snakeheead tee shirt sxsw
1970,16,1,1,0,0,0,0,1,quot googl launch major new social network call circl possibl today link sxsw quot
1971,14,0,1,0,0,0,0,1,appl pop store south south west link sxsw
1972,13,1,1,0,0,0,0,1,appl sxsw pop store ipad sayeth link
1973,15,0,2,0,0,0,0,1,new sxsw film year folk sit line read script ipad
1974,7,0,1,0,1,0,0,1,googl circl sxsw
1975,23,0,1,0,1,0,0,2,never forget march weekend japan earthquak ipad first south southwest sxsw memolan
1976,21,2,3,1,1,0,0,1,head austin sxsw austin guid iphon free limit time link lp travel
1977,19,0,1,0,0,0,0,3,team android parti find gowalla foursquar um go sxsw
1978,23,0,1,1,2,0,0,2,mani googl product time transit chain featur featur product sxsw
1979,21,1,1,0,0,0,0,1,quot googl launch major new social network call circl possibl today link sxswû creo que serìá el primero
1980,23,2,1,3,0,0,0,2,check rt line appl pop store austin open pm sxsw link
1981,17,1,1,1,0,0,0,1,ûï googl launch major new social network call circl possibl today link sxswû goog
1982,22,1,3,2,0,0,0,1,comput droid rt agnerd confess use laptop ipad blackberri follow sxsw afar see agchat
1983,22,0,3,0,1,0,0,2,never realiz stori mean behind everi googl logo cool love hear googledoodl team gsdm sxsw
1984,17,3,2,3,0,0,0,1,rt rt rt googl set launch new social network circl today sxsw
1985,9,0,1,0,0,0,0,1,peopl line team android award sxsw link
1986,25,3,2,2,0,0,0,1,rt tonight check kill amp check gsd amp googl parti come say hi sxsw sxswi
1987,19,1,1,0,0,0,0,2,googl sxsw parti theme quot parti like quot maggi mae pic link
1988,16,0,2,0,0,0,0,0,bereft wander white cord limp lifeless no outlet iphon sxsw poetri
1989,29,0,1,2,1,0,0,1,worri guy state quot ppl spend lot time insid quot googl help navig indoor space sxsw
1990,19,3,1,1,0,0,0,1,rt googl launch social network site call circl soon not offici sxsw link
1991,24,1,1,1,0,0,0,2,popup appl store open sxsw love go right middl action link via
1992,24,2,1,1,0,0,0,0,interest quot quot googl look technic solut not great commun human solut sxswû
1993,24,0,2,0,0,0,0,2,sxsw even start appl captur attent whole show win must take lesson sheen fb
1994,25,1,1,1,0,0,0,1,rt googl map usag mobil exceed desktop usag xma new year day first time ûó marissa mayer sxsw
1995,25,1,1,2,0,0,0,1,rt appl open pop store austin nerd town sxsw get new ipad link
1996,19,1,5,1,0,0,0,2,ûï ipad sold went new buyer report link sxsw socialmedia tech ipad mediaû
1997,12,7,1,2,0,0,0,1,rt sxsw parti podcast link
1998,10,0,2,0,0,0,0,2,great time googl parti sxswi sxsw
1999,17,1,1,2,2,0,0,3,funni iphon correct rt dash learn thing two longhorn journal sxsw
2000,14,0,1,0,0,0,0,1,leo laport appl popup store sxsw tape link ipadtoday
2001,17,2,2,1,0,0,0,1,know googl develop day sxsw link austin sxsw
2002,21,2,4,3,0,0,0,2,rt rt new ubersoci iphon app store includ uberguid sxsw sponsor mashabl link
2003,22,1,1,0,1,0,0,1,ûï pick ipad back sxsw link cha think worth upgrad
2004,16,1,6,1,1,0,0,1,rt ÷¼ right rain ÷ link ã edchat musedchat sxsw sxswi classic newtwitt
2005,13,2,3,3,0,0,0,1,rt free itun sxsw link take itun store link
2006,16,3,2,2,0,0,0,2,rt great even karateka castl wolfenstein choplift appl classic sxsw oldskol
2007,31,1,2,1,0,0,0,2,sxsw make imposs not succumb upgrad ipad year old amp feel like walk around bag phone
2008,18,0,5,1,0,0,0,1,new ubersoci iphon app store includ uberguid sxsw sponsor mashabl link appl
2009,26,0,1,1,1,0,0,2,hey tweep link web industri parti calendar put ur iphon ical amp keep track goin sxsw
2010,16,2,1,2,0,0,0,1,rt cameron sinclair spearhead japan disast relief sxsw via twitter amp iphon link
2011,17,1,1,0,0,0,0,1,ûï appl secur guy lock store sxsw link lol
2012,8,1,1,1,0,0,0,1,parti good colleg parti feel sxsw
2013,7,0,3,1,0,0,0,2,googl bodi beta uber sxsw healthdev cool
2014,16,0,2,2,2,0,0,1,summari twitter stream right japan omg android sxsw engadget ef republican ipad alcohol
2015,24,1,2,1,0,0,0,2,rt within hour buy ipad glenda watson hyatt cerebr palsi abl commun stranger public sxsw poursit
2016,19,0,2,3,0,0,0,2,top stori sxsw appl school market expert thousand town demonstr social mar link sxswi
2017,20,0,1,0,1,0,0,1,first person queue new appl store austin may sxsw link
2018,15,1,1,1,1,0,0,1,alreadi line ipad arriv sxsw
2019,8,1,2,1,0,0,0,1,unbox appl sxsw appl store sxsw link
2020,15,0,2,1,0,0,0,1,left ipad back hotel one blackberri bigmistak sxsw
2021,20,0,1,0,1,0,0,1,line peopl dull get iphon talk person next sxsw
2022,23,2,1,0,2,0,0,2,badgeless event free drink ûï head free googl sponsor happi hour semant web austin fogo de chìáo sxswû
2023,18,0,1,1,0,0,0,2,appl put pop store sxsw folk awesom market link audienc
2024,19,0,3,1,0,0,0,1,link tc googl sxsw marissa mayer googl map usag mobil million link
2025,17,0,2,0,1,0,0,2,movi one recommend put ipad flight home tomorrow lazyweb sxsw
2026,20,1,1,1,0,0,0,1,appl open temporari store downtown austin sxsw ipad launch link cc
2027,24,1,2,1,2,0,0,0,rt part journalsim support democraci ye inform popul ye ipad focu not support newsapp sxsw
2028,13,0,1,0,0,0,0,0,twitter fail last time forc choke iphon sxsw
2029,20,1,1,3,0,0,0,1,appl might not join nfc bandwagon link rt slide nfc rfid talk sxsw link
2030,18,0,3,1,2,0,0,2,anybodi get ipad downtown appl pop store yet trampl letushopenot sxsw poppop
2031,25,0,2,3,2,0,0,1,quot sxsw go avail iphon ipad android blackberri come soon window phone quot present hp wait sxsw webo
2032,17,3,1,2,0,0,0,0,rt rt appl quot classiest fascist compani america quot say sxsw
2033,18,1,1,3,1,0,0,2,must sxsw app rt love review forb sxsw ipad app holler gram link
2034,21,2,2,0,0,0,0,1,awesom amp rank no normal result quit rank page view uniqu visitor analyt matter sxsw
2035,10,1,1,1,1,0,0,1,probabl need sxsw see ipad line link
2036,17,0,2,0,0,0,0,1,look sxsw beard guy plaid iphon sxsw nfusion
2037,14,1,1,0,0,0,0,2,attend design ipad interfac new navig schema great stuff far sxsw
2038,13,3,2,2,0,0,0,1,rt excel present digit magazin link touchingstori sxsw
2039,15,1,1,2,0,0,0,1,rt googl launch major new social network call circl possibl today link sxsw
2040,11,1,1,0,0,0,0,2,flipboard develop iphon version not android say sxsw
2041,14,1,2,0,0,0,0,1,listen discuss new interact paradigm design ipad uxd sxsw
2042,14,1,7,1,0,0,0,1,appl open popup shop sxsw link via brand valu design innov
2043,19,0,1,0,1,0,0,1,need expert come togeth sxsw bring expert googl foursquar togeth meet greet present
2044,22,0,3,2,0,0,0,1,want micro usb charger samsung android kindl sxsw start pay day link snapgood
2045,9,0,3,1,0,0,0,1,googl deni rumor launch circl sxsw link
2046,17,1,1,1,0,0,0,1,japan relief help sxsw twitter also check googl map evacu map link
2047,18,1,1,1,0,0,0,1,appl open pop store downtown austin sxsw ipad launch link via
2048,19,0,3,0,0,0,0,1,sheep slaughter link code valid infektd sxsw necro
2049,13,1,1,1,0,0,0,1,rt hey sxsw offer ya link
2050,16,0,2,1,1,0,0,1,less hour announc detail ipad giveaway sxsw sxswi
2051,8,0,1,0,0,0,0,2,appl market comer sxsw link
2052,13,1,2,2,0,0,0,1,big up awesom austin newbi map link sxsw
2053,18,2,2,4,0,0,0,1,day sxswi wrap traci shea rick bobbi liebl link sxsw hotsheet
2054,14,0,2,1,0,0,0,1,googl hotpot activ map week austin tx sxsw suxsw link
2055,18,2,1,3,1,0,0,1,great way prep rt download free track sxsw music sampler avail link
2056,20,0,1,0,0,0,0,1,confus googl circl googl claim circl not releas sxsw not even develop link
2057,11,0,2,1,1,0,0,0,flash discuss still relev sxsw tapworthi ipad design headach
2058,10,0,2,0,0,0,0,1,loui vuitton iphon app call ambl digitalluxuri sxsw
2059,21,2,3,2,1,0,0,1,rt go austin sxsw austin guid iphon free mar link lp
2060,16,3,3,0,1,0,0,2,appl set temporari store ipad link im lil jealou sxsw
2061,12,0,1,0,0,0,0,1,sxsw ipad store sold everyth except gig wifi white
2062,19,1,3,0,0,0,0,2,thrill former chief talent offic appl gap advisori board link sxsw sxswi innotrib
2063,18,1,1,1,0,0,0,1,rt could first big news sxsw link googl build new social framework
2064,9,1,1,2,0,0,0,2,rt ipad take sxsw link
2065,23,0,2,0,0,0,0,2,bought ipad downtown austin appl store min wait line get salesperson darryl excel sxsw
2066,18,0,1,0,1,0,0,1,woke iphon finish recharg mean got enough sleep last night right sxsw
2067,20,1,1,2,0,0,0,2,someon buy present rt appl open pop store austin sxsw link
2068,20,1,1,1,1,0,0,1,talk local search no surpris googl hotpot weight review heavier site result cc sxsw
2069,15,0,1,0,0,0,0,1,end line one block away appl pop sxsw
2070,19,0,3,1,0,0,0,1,line appl ipad popup store th amp congress warp around th st sxsw link
2071,18,0,1,1,1,0,0,2,ipad goe sale next friday austin appl store go busi sxsw
2072,14,0,1,1,0,0,0,1,scaveng hunt game busi releas app iphon sxsw link
2073,13,1,1,2,1,0,0,1,rt best pickup line sxsw iphon charger
2074,21,1,1,0,1,0,0,2,ûï googl launch new social network call circl today link sxswû applaus new privaci model attempt
2075,19,0,2,1,0,1,0,1,appl set open popup shop core sxsw action link sxsw app link
2076,22,2,1,0,1,0,0,2,latest game work iphon ipod link hobo shotgun made sxsw
2077,24,1,5,0,1,0,0,1,no umbrella quot list quot via ÷¼ set ÷ link ÷ edchat musedchat sxsw sxswi newtwitt
2078,19,2,2,2,0,0,0,2,rt rt texa observ tomlinson say would doubl revenu per issu ipad subscript newsapp sxsw
2079,24,1,2,1,1,0,0,0,wait week ipad not appleatxdt pop shipment daili via sxsw
2080,16,0,4,2,0,0,0,2,appl set open popup shop core sxsw action link sxsw appl ipad retail
2081,26,1,2,3,0,0,0,2,rt strang littl japan news penetr sxsw bubbl bar tv cnn suggest anyth import ipad go fb
2082,22,1,1,3,0,0,0,1,googlewebteam youûªr go sxsw want talk html css catch googl webmast team
2083,26,2,1,2,0,0,0,1,austin two appl store actual rt brian austin appl store built pop one sxsw
2084,19,1,1,1,1,0,0,1,love rt en rout austin tx sxsw accompani fedora instrument weird haircut appl product
2085,20,1,6,1,2,0,0,1,rt ÷¼ happi woman day make love not fuss ÷ link ã edchat musedchat sxsw sxswi classic newtwitt
2086,14,2,1,1,1,0,0,2,featur iphon sxsw week
2087,6,0,1,1,0,0,0,1,sxsw parti calendar gcal link
2088,21,1,1,2,1,0,0,2,must resist mac temptat rt appl open temp store downtown austin sxsw ipad anyon
2089,21,2,2,3,1,0,0,2,rt ye updat iphon app song info stream other also live video stream sxsw link
2090,18,1,2,0,1,0,0,2,right app android sweeeeet nice job team sxsw
2091,21,0,1,3,0,0,0,1,follow sxsw taptu quot appl ipad line sxsw hd video quot link share taptu
2092,24,1,1,2,1,0,0,1,rt hey appl fan get peek space slate pop sxsw appl store tomorrow link
2093,17,0,3,0,0,0,0,1,social import googl screw big launch circu link socialmedia sxsw
2094,19,1,1,1,0,0,0,1,pen ran ink mayb sign go buy ipad sxsw
2095,18,0,2,0,0,0,0,1,googl amp facebook offici death polici vast major digi compani digitaldeath sxsw
2096,16,0,2,2,0,0,0,1,marissagoogl get readi next panel googl marissa meyer present vp consum prod sxsw
2097,17,1,1,2,0,0,0,1,rt sxsw line outsid appl pop store sixth amp congress
2098,29,3,1,0,1,0,0,2,love sxsw quot appl come cool technolog no one ever heard go confer quot
2099,22,1,1,2,0,0,0,2,rt quot googl quot refriger magnet game quot everyon sxsw keynot stop listen
2100,28,1,1,1,0,0,0,1,rt thank everyon make great day shop today austin come see us tomorrow link sxsw
2101,26,1,1,1,0,0,0,3,rt design ipad like design someon give talk assum ditch prev experi sxsw
2102,10,1,2,2,0,0,0,1,report sxsw appl store twit sonoma link
2103,19,1,1,1,2,0,0,2,go sxsw today share photo video ireport link cnn iphon app
2104,19,1,2,0,0,0,0,0,googl incap disrupt innov acquir startup last year leanstartup sxsw
2105,14,0,5,2,0,0,0,1,ipad get temporari appl store sxsw link appl applestor ipad sxsw verizon
2106,17,2,1,2,0,0,0,1,rt rt googl launch major new social network call circl possibl today link sxsw
2107,24,3,1,3,0,0,0,1,rt rt gear make splash launch quot groupon live social type quot reward sxsw link
2108,20,4,2,1,1,0,0,1,sxsw forget come privacybootcamp startup link
2109,19,0,1,1,0,0,0,2,first ipad sight sxsw interact infact everyon least appl product use time
2110,9,0,2,0,0,0,0,0,iphon batteri last long sxsw usag
2111,23,0,1,0,2,0,0,2,plane full goggler googl market told friend like commun read newspap bring sxsw
2112,20,0,1,1,0,0,0,1,attend design ipad interfac new navig schema akqa lynn teo ballroom ye hire sxsw
2113,16,0,3,3,0,0,0,1,link samsung galaxi ii appear fcc team android sxsw parti link android followback
2114,29,1,2,2,0,0,0,1,rt line pop appl store austin first person wait sxsw ipad link
2115,20,3,2,2,8,0,0,0,phone stay charg crappi iphon would never handl sxsw rt no sleep crazyfest
2116,15,1,1,1,2,0,0,2,link hear appleûª open temporari store sxsw via
2117,16,1,1,0,1,0,0,1,ûï appl store downtown austin open til midnight sxswû ipad left stock
2118,17,2,3,2,0,0,0,1,rt googl earth headlin cleantech panel sxsw tue pm follow saveustechi link
2119,23,0,1,1,0,0,0,1,sxsw rumor googl employe given travel budget per citi use less bank diff futur trip
2120,6,0,1,0,0,0,0,1,appl store line sxsw link
2121,11,0,1,1,1,0,0,1,get ipad discuss sxsw
2122,19,1,3,0,1,0,0,2,check great amp effect enviro app bin link iphon gs sxsw sxswi greatergood
2123,25,0,2,0,3,0,0,3,quot know appl realli good make feel bad xma present quot seth meyer ipad sxsw doyoureallyneedthat
2124,23,1,2,1,1,0,0,1,see appl open temporari store sxsw ipad launch mayb transfer
2125,15,0,1,0,0,0,0,0,barri diller say ipad magazin like daili make sens link sxsw
2126,23,0,2,1,2,0,0,1,updat recco link sxsw panel parti def good time follow friend newbi
2127,15,1,2,0,0,0,0,2,love ipad got one pop appl store sxsw attende
2128,14,0,3,1,0,0,0,1,foursquareûª extra special revamp fulli autom merchant platform link denniscrowley iphon sxsw
2129,19,4,2,0,0,0,0,1,dear friend secret michael cera barbarian group show pm link sxsw sxswi
2130,17,1,1,2,0,0,0,1,find iphon charger sxsw someth gone wrong
2131,26,1,1,2,3,0,0,2,brilliant rt meet line sxsw popup appl store ipad love place
2132,17,0,2,0,0,0,0,1,cloud sxsw keep person stuff corp ipad way peopl take care asset
2133,11,0,1,1,0,0,0,2,market geniu appl open pop store outsid sxsw link
2134,22,2,1,1,0,0,0,1,gear make splash launch quot groupon live social type quot reward sxsw link via
2135,20,1,4,2,1,0,0,2,yeay rt new ubersoci iphon app store includ uberguid sxsw sponsor masha link
2136,22,1,1,2,1,0,0,1,ok visit appl open temporari store downtown austin sxsw ipad launch link
2137,23,2,1,2,3,0,0,1,nice fun rt sxsw thirsti gadget use charg anywher iphon happi share juic
2138,28,1,3,1,0,0,0,2,rt sxsw geogam android develop geo game tweet us love talk free beer coffe coupl minut time
2139,25,0,2,1,1,0,0,2,hour ago appl store downtown austin store hundr peopl ipad sxsw
2140,19,3,4,1,0,0,0,1,interest app watch sxsw year link startup sxsw app iphon
2141,9,2,1,1,0,0,0,1,rt new blog watch sxsw link
2142,9,0,1,1,0,0,0,1,appl open temporari store sxsw interest link
2143,14,0,3,1,0,0,0,1,improv websit rank advic googl bing sxsw poynter link
2144,22,0,1,1,1,0,0,2,line appl popup store sxsw stretch around block guess get ipad today
2145,11,1,2,0,0,0,0,1,engag sxsw filter iphon ipod twitter app youkidshavefun
2146,28,2,1,1,0,0,0,2,rt love sxsw quot appl come cool technolog no one ever heard go confer quot
2147,13,0,1,1,2,0,0,1,anywher sxsw iphon charger use bit
2148,23,1,2,1,0,0,0,1,true rt tablet phone laptop evid sxsw might well call countri unit state appl sxswsa
2149,27,0,1,1,0,0,0,2,watch twit live sxsw want go next year also want ipad content wait awhil alway buy technolog late anyway
2150,21,1,3,1,1,0,0,2,go sxsw new iphon guid austin free march hard beat free lp
2151,21,0,2,1,0,0,0,2,link go beyond earth hour year share posit action world download earthhour iphon app sxsw
2152,18,1,1,1,3,0,0,2,awesom rt ye gowalla win best andoid app team android choic award thank sxsw
2153,25,1,1,3,3,0,0,1,rt wait fiona appl town somebodi kidnap put record studio record new album sxsw
2154,21,1,2,2,0,0,0,2,quot googl launch checkin month ago quot check in ok check out futur sxsw bizzi
2155,19,0,1,0,1,0,0,1,mess bring iphon charger anyon got one could borrow min sxsw
2156,18,1,3,0,5,0,0,2,jealou team android event sxsw androidsxsw get swag girl
2157,19,1,3,3,0,0,0,1,rt samsung galaxi ii show wood teamandroid sxsw event link
2158,26,1,2,1,0,0,0,2,rt new googl tool measur everyth display one place almost make cri happi thank bavcid sxsw
2159,15,0,2,0,0,0,0,1,googl recreat code pac man doodl origin bug includ sxsw googledoodl
2160,22,3,1,2,1,0,0,2,lol interest ûï ûï next platform flipboard iphon team start work sxswû
2161,16,1,4,0,2,0,0,1,tweethous watch ipad dj rock sxsw check www rana co dotco
2162,28,1,2,1,0,0,0,2,rt googl marissa mayer extol cool googl mobil map quot mobil surpass desktop usag st time year quot sxsw sxswi
2163,21,1,1,3,0,0,0,1,rt today sxsw bulletproof ux strategi game amp design pattern googl anatomi design decis
2164,16,0,1,0,0,0,0,2,band googl parti entertain band ever seen sxsw
2165,9,0,1,1,0,0,0,2,win free ipad webdoc com sxsw rt
2166,26,0,2,1,2,0,0,1,get join actsofshar com start tonight person friend citi end sxsw win ipad local
2167,10,1,1,0,0,0,0,1,googl map use mobil say sxsw
2168,18,0,2,0,0,0,0,2,line ipad appl store no demo unit pm sxsw fb link link
2169,20,3,1,0,1,0,0,2,umm would ûï keep win shit thank killer ipad case sxswû
2170,7,0,1,0,1,0,0,2,wowwwwww next googl map amaz sxsw
2171,25,2,1,4,1,0,0,2,rt sxsw go android live android marketplac new featur includ sd card storag link via
2172,26,0,1,0,0,0,0,1,came left sxsw iphon play song chosen random skream listen record wall appropri
2173,25,0,1,2,0,0,0,2,come sxsw sure download sxsw go app schedul locat event link
2174,18,0,2,1,1,0,0,2,read groupm sxsw sound like incred app avail android phone yet
2175,16,0,2,1,2,0,0,1,need ipad get one appl pop store sxsw link
2176,15,0,3,2,0,0,0,1,poster join sxsw pile poster event iphon link iphon richpearson sxsw
